Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name,Super Category Name,Comment ,Quantity ,Unit ,Unit Price ,Amount,Source  
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000002,Disposable - Wooden Fork,DISPOSABLE CUTLERY - WOODEN FORK,DISPOSABLE TAKE AWAY PACKAGING,-,551,PCS,0.73,401.13,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000089,Manual Pour Over Aeropress Coffee And Espresso Maker: 85R11,BOH BEVERAGE EQUIPMENT,CAPEX,-,1,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000033,Chemex Manual Pour Over Classic Coffeemaker 3 Cup :Cm-1C,BOH BEVERAGE EQUIPMENT,CAPEX,-,1,PCS,4032.06,4032.06,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000065,Chilli Flakes - Sachet,RM FOOD - CONDIMENTS,RAW MATERIAL,-,499,PCS,0.57,283.91,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000064,Oregano,RM FOOD - CONDIMENTS,RAW MATERIAL,-,250,PCS,0.56,138.88,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000063,Ketchup,RM FOOD - CONDIMENTS,RAW MATERIAL,-,200,PCS,0.84,168,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PPD0000030,Standup Global Blend Kenya - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,51,PCS,29.97,1528.57,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PPD0000029,Standup Global Blend Ethiopia - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,42,PCS,29.97,1258.82,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PPD0000028,Standup Single Estate Ethiopia - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,56,PCS,29.97,1678.43,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PPD0000027,Standup Volcano Blend - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,47,PCS,29.97,1408.68,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PPD0000026,Standup Single Estate Kenya - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,51,PCS,29.97,1528.57,,
